"SYMBOL","logFC","adj.P.Val","GENENAME"
"SLC2A1",1.41478682653846,7.87904112711364e-08,"solute carrier family 2 member 1"
"MS4A6A",1.59807800228205,7.89488255005143e-08,"membrane spanning 4-domains A6A"
"SOX15",-1.02073883969231,7.94590015745902e-08,"SRY-box transcription factor 15"
"SLC11A1",1.22485345487179,8.18248435462194e-08,"solute carrier family 11 member 1"
"NDC80",1.54608394292307,8.20101766873871e-08,"NDC80 kinetochore complex component"
"JPT1",1.52920398992307,8.24039173526992e-08,"Jupiter microtubule associated homolog 1"
"GNA15",1.09177781158974,8.26874720451292e-08,"G protein subunit alpha 15"
"PTPN13",1.0168870558718,8.27775688961701e-08,"protein tyrosine phosphatase non-receptor type 13"
"CRIP1",1.66821633235898,8.51697198291038e-08,"cysteine rich protein 1"
"IRF9",1.08748257638462,8.66985962455665e-08,"interferon regulatory factor 9"
"MX2",1.29192010887179,8.77181421087576e-08,"MX dynamin like GTPase 2"
"CRIP2",1.00213546458975,9.13394207645665e-08,"cysteine rich protein 2"
"RIT1",1.19907741064102,9.18697297300095e-08,"Ras like without CAAX 1"
"ITGA1",1.56284659258975,9.39129755410929e-08,"integrin subunit alpha 1"
"C5",-1.78863462494872,9.74130242547183e-08,"complement C5"
"GLIPR1",1.58907706338461,9.87149293707123e-08,"GLI pathogenesis related 1"
"PSAT1",-1.89466946425641,1.00103854436817e-07,"phosphoserine aminotransferase 1"
"TYROBP",1.92563486441026,1.00593802235888e-07,"transmembrane immune signaling adaptor TYROBP"
"PIEZO2",1.40975162,1.00670698018663e-07,"piezo type mechanosensitive ion channel component 2"
"CMAHP",1.60005287094872,1.04024560933082e-07,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"CXCL3",1.912793576,1.04436167382986e-07,"C-X-C motif chemokine ligand 3"
"EPB41L2",1.19990532758974,1.04637000725903e-07,"erythrocyte membrane protein band 4.1 like 2"
"OSBPL8",1.02965501358974,1.05837821062079e-07,"oxysterol binding protein like 8"
"NMI",1.2531972985641,1.06052051016502e-07,"N-myc and STAT interactor"
"SLCO3A1",1.09262873284615,1.07721688711219e-07,"solute carrier organic anion transporter family member 3A1"
"NR2F2",1.06705294035898,1.10366821265495e-07,"nuclear receptor subfamily 2 group F member 2"
"MDK",1.3111678745641,1.14069981862538e-07,"midkine"
"KCNN4",1.11084866338461,1.15415892899038e-07,"potassium calcium-activated channel subfamily N member 4"
"TSPAN1",1.78293915197436,1.15950129047402e-07,"tetraspanin 1"
"MSMO1",1.09759102961539,1.15951003612471e-07,"methylsterol monooxygenase 1"
"MACROH2A1",1.31779367182051,1.15966881560464e-07,"macroH2A.1 histone"
"PMAIP1",1.67033429138462,1.16296566880333e-07,"phorbol-12-myristate-13-acetate-induced protein 1"
"NMU",1.74171099841026,1.20508010399626e-07,"neuromedin U"
"ABCC2",-1.01740741141025,1.21604672613617e-07,"ATP binding cassette subfamily C member 2"
"TFPI",1.69922882592308,1.26427642045396e-07,"tissue factor pathway inhibitor"
"MSLN",1.60490914679487,1.29927695633409e-07,"mesothelin"
"SERPINB5",2.32054066282051,1.30627135043132e-07,"serpin family B member 5"
"DMD",-1.13004562589744,1.32016487004461e-07,"dystrophin"
"SLC13A2",-1.04836593148718,1.33676566945372e-07,"solute carrier family 13 member 2"
"TUBA4A",1.08161056953846,1.3443202888211e-07,"tubulin alpha 4a"
"SSPN",1.06581717353846,1.35541880903941e-07,"sarcospan"
"TCN1",2.90090404120513,1.35901374239894e-07,"transcobalamin 1"
"SLC2A3",2.12116506158974,1.36173859163533e-07,"solute carrier family 2 member 3"
"VSIG4",1.68382302774359,1.3744581453075e-07,"V-set and immunoglobulin domain containing 4"
"RALA",1.02941272517949,1.38892282848343e-07,"RAS like proto-oncogene A"
"ECHDC3",-1.12147266835897,1.41011484358222e-07,"enoyl-CoA hydratase domain containing 3"
"STMN2",1.84608657187179,1.41417989481016e-07,"stathmin 2"
"YWHAB",1.10541757592308,1.4483808399838e-07,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta"
"PLPPR4",1.23317165794872,1.54928565267088e-07,"phospholipid phosphatase related 4"
"PCSK5",1.3081111344359,1.55806108008422e-07,"proprotein convertase subtilisin/kexin type 5"
"CYB5A",-1.1213106514359,1.56695030184853e-07,"cytochrome b5 type A"
"NID1",1.64823775474359,1.56905997637261e-07,"nidogen 1"
"HLA-B",1.25737211923077,1.5892566316563e-07,"major histocompatibility complex, class I, B"
"EMP3",1.36928194976923,1.67674270778553e-07,"epithelial membrane protein 3 (MAM blood group)"
"ATP2A2",1.00564887874359,1.69547904201873e-07,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"TLR7",1.35645284969231,1.71593237771987e-07,"toll like receptor 7"
"LDHA",1.24682863625641,1.7390781298055e-07,"lactate dehydrogenase A"
"HLA-A",1.18688557410256,1.79281346755825e-07,"major histocompatibility complex, class I, A"
"CAMK2N1",1.53063567769231,1.81499795961312e-07,"calcium/calmodulin dependent protein kinase II inhibitor 1"
"TIAM1",1.18962229028205,1.81580613432144e-07,"TIAM Rac1 associated GEF 1"
"DHRS9",1.2512342708718,1.82808188177565e-07,"dehydrogenase/reductase 9"
"MFHAS1",1.11913985610257,1.84018556318902e-07,"multifunctional ROCO family signaling regulator 1"
"PTBP3",1.00547537664102,1.84503210709336e-07,"polypyrimidine tract binding protein 3"
"LIF",1.15855749917948,1.85640333287059e-07,"LIF interleukin 6 family cytokine"
"N4BP1",1.06765857589744,1.8772858873324e-07,"NEDD4 binding protein 1"
"SEL1L",-1.7733165284359,1.92007032446044e-07,"SEL1L adaptor subunit of SYVN1 ubiquitin ligase"
"MNDA",1.88984428748718,1.92187917290564e-07,"myeloid cell nuclear differentiation antigen"
"CA4",-1.45582898005128,1.94165864058076e-07,"carbonic anhydrase 4"
"SERPINE2",1.41664401933333,1.9655924664313e-07,"serpin family E member 2"
"HILPDA",1.00958744992308,1.97283841376478e-07,"hypoxia inducible lipid droplet associated"
"RACGAP1",1.3449823744359,1.98870166655656e-07,"Rac GTPase activating protein 1"
"PRDX1",1.01316237617949,1.99098277029924e-07,"peroxiredoxin 1"
"UCHL1",1.00449615905128,2.03409018787342e-07,"ubiquitin C-terminal hydrolase L1"
"TMPRSS4",1.96372760148718,2.04380274977612e-07,"transmembrane serine protease 4"
"WIPF1",1.85590880779487,2.07135400731994e-07,"WAS/WASL interacting protein family member 1"
"MARCHF3",1.05654846894872,2.07573268501421e-07,"membrane associated ring-CH-type finger 3"
"NAP1L1",1.03011487076923,2.07745615739568e-07,"nucleosome assembly protein 1 like 1"
"ANXA3",1.49208034679487,2.08147901090276e-07,"annexin A3"
"IL18",1.27990124097436,2.15383577493928e-07,"interleukin 18"
"ALB",-1.46077833428205,2.21516779645462e-07,"albumin"
"MAT1A",-1.32980722907692,2.23674784371214e-07,"methionine adenosyltransferase 1A"
"AK4",1.27521156117948,2.2522007403304e-07,"adenylate kinase 4"
"GBP2",1.2850561574359,2.25883165267189e-07,"guanylate binding protein 2"
"MDFIC",1.20904281833334,2.26460444791805e-07,"MyoD family inhibitor domain containing"
"VDR",1.64194721015384,2.28526227476771e-07,"vitamin D receptor"
"SLC16A10",-2.12745370028205,2.29663335156654e-07,"solute carrier family 16 member 10"
"TREM1",1.53736518684615,2.31081379713119e-07,"triggering receptor expressed on myeloid cells 1"
"TFEC",1.65526657502564,2.31513123589102e-07,"transcription factor EC"
"MYCL",-1.30263599882051,2.40618546963392e-07,"MYCL proto-oncogene, bHLH transcription factor"
"CP",1.90185052548718,2.50065351598822e-07,"ceruloplasmin"
"MAFB",1.40049734338462,2.50129858986646e-07,"MAF bZIP transcription factor B"
"COLEC12",1.58429538279487,2.50398529743931e-07,"collectin subfamily member 12"
"PI3",1.34973762489744,2.52819024112076e-07,"peptidase inhibitor 3"
"SERPINE1",1.90110294353846,2.55833180099976e-07,"serpin family E member 1"
"ZFHX4",1.01642874848718,2.59180967882306e-07,"zinc finger homeobox 4"
"JUNB",1.13560197082051,2.64399087259943e-07,"JunB proto-oncogene, AP-1 transcription factor subunit"
"ATP1B3",1.23648248505128,2.65700328771614e-07,"ATPase Na+/K+ transporting subunit beta 3"
"RGS10",1.60902005423077,2.66514951850099e-07,"regulator of G protein signaling 10"
"CRP",2.20831816876923,2.68065347994335e-07,"C-reactive protein"
"HTR2B",1.8922819285641,2.68619467047182e-07,"5-hydroxytryptamine receptor 2B"
"COL4A5",1.16895968935898,2.70716610490502e-07,"collagen type IV alpha 5 chain"
"FAT1",1.18860967897436,2.71036255805789e-07,"FAT atypical cadherin 1"
"OMD",1.85857850766667,2.71201737581475e-07,"osteomodulin"
"MLPH",1.477172381,2.73986643105542e-07,"melanophilin"
"CLEC2B",1.789541116,2.78255173261107e-07,"C-type lectin domain family 2 member B"
"CEMIP",2.45896857402564,2.8130677000838e-07,"cell migration inducing hyaluronidase 1"
"TIGAR",1.13993122035897,2.93064817714483e-07,"TP53 induced glycolysis regulatory phosphatase"
"UBE2L6",1.09661253207692,2.94105869909607e-07,"ubiquitin conjugating enzyme E2 L6"
"SLIT2",1.19343666782051,2.95862891145102e-07,"slit guidance ligand 2"
"SAP30",1.09166473510256,3.07897481388624e-07,"Sin3A associated protein 30"
"PLA2G7",1.66461219171795,3.10258411096667e-07,"phospholipase A2 group VII"
"NPL",1.65600622912821,3.11090880208922e-07,"N-acetylneuraminate pyruvate lyase"
"EFNA1",1.0252928425641,3.12241571733437e-07,"ephrin A1"
"MYMX",-1.08600826666667,3.12517773594052e-07,"myomixer, myoblast fusion factor"
"HLA-DRB4",1.48555307935897,3.26686498559548e-07,"major histocompatibility complex, class II, DR beta 4"
"HLA-DRB1",1.48555307935897,3.26686498559548e-07,"major histocompatibility complex, class II, DR beta 1"
"OAS1",1.31586123220513,3.29788333434995e-07,"2'-5'-oligoadenylate synthetase 1"
"ELF4",1.40465293415384,3.32969487580687e-07,"E74 like ETS transcription factor 4"
"UBE2S",1.0199640061282,3.40734721373662e-07,"ubiquitin conjugating enzyme E2 S"
"ANGPTL2",1.32416507182051,3.55764599388515e-07,"angiopoietin like 2"
"REEP1",-1.21607944420513,3.68419127192603e-07,"receptor accessory protein 1"
"IGHG3",2.98109258664102,3.73483303157746e-07,"immunoglobulin heavy constant gamma 3 (G3m marker)"
"IGHG1",2.98109258664102,3.73483303157746e-07,"immunoglobulin heavy constant gamma 1 (G1m marker)"
"IGHM",2.98109258664102,3.73483303157746e-07,"immunoglobulin heavy constant mu"
"IGHV4-31",2.98109258664102,3.73483303157746e-07,"immunoglobulin heavy variable 4-31"
"HLA-DRB5",1.68323978584615,3.74707070605063e-07,"major histocompatibility complex, class II, DR beta 5"
"MT1G",-1.58697434117949,3.76644411407196e-07,"metallothionein 1G"
"MYO1D",1.11803354405128,3.77622365772497e-07,"myosin ID"
"SERPINF1",1.34008171858974,3.84253788965731e-07,"serpin family F member 1"
"C1GALT1",1.324063432,3.87252063723332e-07,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"HRH1",1.16110293748718,3.87364006441841e-07,"histamine receptor H1"
"GASK1B",1.18047390974359,3.90697098889863e-07,"golgi associated kinase 1B"
"ATP4A",-1.5483866038718,3.9309188297297e-07,"ATPase H+/K+ transporting subunit alpha"
"DNMT1",1.21360902110256,3.9760628085228e-07,"DNA methyltransferase 1"
"CALCRL",1.28351486271795,4.03158816731054e-07,"calcitonin receptor like receptor"
"HLA-DQA1",2.08119338330769,4.23906514967163e-07,"major histocompatibility complex, class II, DQ alpha 1"
"HLA-DQA2",2.08119338330769,4.23906514967163e-07,"major histocompatibility complex, class II, DQ alpha 2"
"SMC4",1.04956998420513,4.46615214616794e-07,"structural maintenance of chromosomes 4"
"CD93",1.51417327371795,4.47412750561015e-07,"CD93 molecule"
"TPM1",1.02808331084615,4.47474686933154e-07,"tropomyosin 1"
"THBS4",1.63616285923077,4.50665217353055e-07,"thrombospondin 4"
"CRAT",-1.08301232210256,4.55438168327356e-07,"carnitine O-acetyltransferase"
"IFIT1",1.27349593223077,4.55857032199958e-07,"interferon induced protein with tetratricopeptide repeats 1"
"PRELP",1.33047196694872,4.89316856461993e-07,"proline and arginine rich end leucine rich repeat protein"
"F13A1",1.86118395379488,4.89373067838824e-07,"coagulation factor XIII A chain"
"IL1R2",1.6535238761282,4.89678683299349e-07,"interleukin 1 receptor type 2"
"YWHAZ",1.07719938207692,4.94995924977241e-07,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"LAIR1",1.07128959289743,5.10112751087671e-07,"leukocyte associated immunoglobulin like receptor 1"
"COCH",-1.95484243120513,5.2047881301775e-07,"cochlin"
"BTG2",-1.01870823448718,5.21642282199984e-07,"BTG anti-proliferation factor 2"
"HLA-DRB3",1.75713099779487,5.22588236664094e-07,"major histocompatibility complex, class II, DR beta 3"
"ITGA5",1.05356188292308,5.33606660606075e-07,"integrin subunit alpha 5"
"PPL",1.12857263725641,5.35437711704392e-07,"periplakin"
"HLA-DQB1",2.06399674384615,5.48939289839299e-07,"major histocompatibility complex, class II, DQ beta 1"
"FCER1G",1.77648010702564,5.53395718104823e-07,"Fc epsilon receptor Ig"
"DCP2",1.08544675458974,5.77849889350472e-07,"decapping mRNA 2"
"GFPT2",1.23866528115385,6.14594436407368e-07,"glutamine--fructose-6-phosphate transaminase 2"
"NET1",1.0811198304359,6.2411283868904e-07,"neuroepithelial cell transforming 1"
"GATA4",-1.59146592515384,6.2861198907191e-07,"GATA binding protein 4"
"AKAP12",1.50583321094871,6.37149416351322e-07,"A-kinase anchoring protein 12"
"RNF186",-2.01306783371795,6.40656786324296e-07,"ring finger protein 186"
"VEGFC",1.20240646207692,6.45601319143641e-07,"vascular endothelial growth factor C"
"CD74",1.58499543279487,6.52112696598518e-07,"CD74 molecule"
"CTSC",1.12524800369231,6.61175568608371e-07,"cathepsin C"
"CCKBR",-1.7573677125641,6.79083774465103e-07,"cholecystokinin B receptor"
"PLK2",1.10234861807692,6.8075175868602e-07,"polo like kinase 2"
"COL14A1",1.92026630907693,7.20939450991501e-07,"collagen type XIV alpha 1 chain"
"F11",-1.32674611266667,7.44461657499183e-07,"coagulation factor XI"
"ELOVL6",1.48963590674359,7.55722581188933e-07,"ELOVL fatty acid elongase 6"
"DAB2",1.03434129020513,7.77496085181987e-07,"DAB adaptor protein 2"
"HLA-DPA1",1.8282812208718,7.84550166512237e-07,"major histocompatibility complex, class II, DP alpha 1"
"AGFG1",1.0127621224359,8.0195982120705e-07,"ArfGAP with FG repeats 1"
"SFTPC",-1.35618266758974,8.16291004321462e-07,"surfactant protein C"
"FERMT2",1.31622204153846,8.21497991238861e-07,"FERM domain containing kindlin 2"
"HOXA5",1.08725428774359,8.2258216509947e-07,"homeobox A5"
"TAP1",1.13555166684616,8.31370062441384e-07,"transporter 1, ATP binding cassette subfamily B member"
"HLA-DMA",1.46850756312821,8.45229194793778e-07,"major histocompatibility complex, class II, DM alpha"
"PFKFB3",1.41208808048718,8.54182034302128e-07,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
"LPCAT1",1.03829183341026,8.77873945721557e-07,"lysophosphatidylcholine acyltransferase 1"
"SEC23A",1.25068655169231,9.05743721065638e-07,"SEC23 homolog A, COPII component"
"HLA-DRA",1.78436403289744,9.15547085465155e-07,"major histocompatibility complex, class II, DR alpha"
"FXYD3",1.80033697538462,9.25454614363439e-07,"FXYD domain containing ion transport regulator 3"
"FEZ2",1.12393581776923,9.31460322644692e-07,"fasciculation and elongation protein zeta 2"
"MMD",1.41475592371795,9.35488401604635e-07,"monocyte to macrophage differentiation associated"
"PCDH7",1.22868649138462,9.64545558867851e-07,"protocadherin 7"
"HPSE",1.09893341164103,9.78915914995019e-07,"heparanase"
"GCAT",-1.29786981392308,9.88545535349997e-07,"glycine C-acetyltransferase"
"CCN2",1.33649237335898,1.0190639183308e-06,"cellular communication network factor 2"
"MSRB1",-1.25416561256411,1.02905505703711e-06,"methionine sulfoxide reductase B1"
"FBLN1",1.61833754669231,1.0354775522024e-06,"fibulin 1"
"PHLDA1",1.631600451,1.03848829517321e-06,"pleckstrin homology like domain family A member 1"
"GIPC2",-1.31886040917948,1.0687885789926e-06,"GIPC PDZ domain containing family member 2"
"CTSS",1.69037179279488,1.07217978966809e-06,"cathepsin S"
"HEPH",2.04989435964103,1.08569509954701e-06,"hephaestin"
"GBP1",1.90954030133333,1.10360249230612e-06,"guanylate binding protein 1"
"PHF20",1.02109390466666,1.11924992764605e-06,"PHD finger protein 20"
"TNFSF10",1.3007128834359,1.13872401975052e-06,"TNF superfamily member 10"
"SLC1A2",-1.56650037925641,1.17724215500439e-06,"solute carrier family 1 member 2"
"KIF14",1.05328649871795,1.19315708139348e-06,"kinesin family member 14"
"FEZ1",1.19728172241026,1.19426689564052e-06,"fasciculation and elongation protein zeta 1"
"BAZ1A",1.32415218348718,1.19977599931715e-06,"bromodomain adjacent to zinc finger domain 1A"
"TPST2",-1.76810362251283,1.23413183519851e-06,"tyrosylprotein sulfotransferase 2"
"MYLK",1.40340428330769,1.24020974263119e-06,"myosin light chain kinase"
"DUOX2",2.47046793289744,1.37785133299809e-06,"dual oxidase 2"
"BCL2A1",2.12788045879487,1.39722481200803e-06,"BCL2 related protein A1"
"MCM6",1.01401513084615,1.41536139320303e-06,"minichromosome maintenance complex component 6"
"PRC1",1.06825926789744,1.42443177633631e-06,"protein regulator of cytokinesis 1"
"TMEM255A",1.25739097317949,1.42956692984243e-06,"transmembrane protein 255A"
"SAMSN1",2.21126637089744,1.44082864547337e-06,"SAM domain, SH3 domain and nuclear localization signals 1"
"UGCG",1.05413465333333,1.45322250098674e-06,"UDP-glucose ceramide glucosyltransferase"
"PIWIL2",-1.15949074833333,1.46016883051927e-06,"piwi like RNA-mediated gene silencing 2"
"ST6GALNAC5",1.20860354276923,1.47748822429249e-06,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
"CKAP2",1.18266511253846,1.52123706847821e-06,"cytoskeleton associated protein 2"
"PLCB4",1.3237070071282,1.53380244862618e-06,"phospholipase C beta 4"
"GNMT",-2.74551013982052,1.54872776956519e-06,"glycine N-methyltransferase"
"RECK",1.27063691464102,1.57308851553723e-06,"reversion inducing cysteine rich protein with kazal motifs"
"CENPF",1.00206579389743,1.58368075177837e-06,"centromere protein F"
"STAT1",1.05940508971795,1.58534130453161e-06,"signal transducer and activator of transcription 1"
"ABCG1",1.6082402504359,1.59667223538626e-06,"ATP binding cassette subfamily G member 1"
"CPM",1.09623151217949,1.60244786046026e-06,"carboxypeptidase M"
"KCNE4",1.27262941789743,1.6089244387997e-06,"potassium voltage-gated channel subfamily E regulatory subunit 4"
"KLF5",1.92213189892307,1.62622908298225e-06,"KLF transcription factor 5"
"PDK4",-1.732898504,1.69057082485947e-06,"pyruvate dehydrogenase kinase 4"
"NRTN",-1.13806305651282,1.70300491515794e-06,"neurturin"
"CH25H",1.32328309125641,1.80600120616702e-06,"cholesterol 25-hydroxylase"
"ALDH1A3",1.24010466351282,1.8384277769916e-06,"aldehyde dehydrogenase 1 family member A3"
"APOD",1.63931412325641,1.86672871083064e-06,"apolipoprotein D"
"PGK1",1.17953087446154,1.89168452489765e-06,"phosphoglycerate kinase 1"
"OLFML3",1.14826514610257,1.95686127158561e-06,"olfactomedin like 3"
"TNIK",1.12354085417949,2.04146417731284e-06,"TRAF2 and NCK interacting kinase"
"VIM",1.01721884525642,2.09198922519785e-06,"vimentin"
"IFI6",1.1036861345641,2.11933484970595e-06,"interferon alpha inducible protein 6"
"HLA-G",1.02689821958974,2.12200809150241e-06,"major histocompatibility complex, class I, G"
"TEX11",-1.98231849679488,2.12812627235798e-06,"testis expressed 11"
"RBPJL",-2.35782027346154,2.12951949610247e-06,"recombination signal binding protein for immunoglobulin kappa J region like"
"SLC2A14",1.43396645907692,2.12951949610247e-06,"solute carrier family 2 member 14"
"PALM2AKAP2",1.50165361841025,2.13555544902763e-06,"PALM2 and AKAP2 fusion"
"LY75",1.84712150233333,2.13581496666481e-06,"lymphocyte antigen 75"
"ECM2",1.39426275766667,2.1529906002735e-06,"extracellular matrix protein 2"
"CTNND2",-1.35788891325641,2.15355001529054e-06,"catenin delta 2"
"PRDX4",-1.25343962069231,2.17040415368319e-06,"peroxiredoxin 4"
"ICAM1",1.1931022908718,2.21900177269607e-06,"intercellular adhesion molecule 1"
"NDNF",1.11705012138462,2.27490496292199e-06,"neuron derived neurotrophic factor"
"GP2",-2.61781546782051,2.29111571659652e-06,"glycoprotein 2"
"ITSN1",1.22038680607692,2.32147236479697e-06,"intersectin 1"
"AREG",1.95574757507692,2.32918984299196e-06,"amphiregulin"
"RND3",1.28951518746154,2.33896677495242e-06,"Rho family GTPase 3"
"SCHIP1",1.40659616207692,2.34454138378961e-06,"schwannomin interacting protein 1"
"IQCJ-SCHIP1",1.40659616207692,2.34454138378961e-06,"IQCJ-SCHIP1 readthrough"
"GLS2",-1.40676180641026,2.44608541221511e-06,"glutaminase 2"
"OLFML1",1.27136772064103,2.46748502976226e-06,"olfactomedin like 1"
"MS4A4A",1.95414583253847,2.48243919393461e-06,"membrane spanning 4-domains A4A"
"MMP12",2.66435442517949,2.52331025769171e-06,"matrix metallopeptidase 12"
"ZEB2",1.55245454538462,2.54883367321859e-06,"zinc finger E-box binding homeobox 2"
"SELPLG",1.00360057451282,2.55679289500322e-06,"selectin P ligand"
"KCTD12",1.16871449007692,2.58899352283972e-06,"potassium channel tetramerization domain containing 12"
"BTN3A3",1.54884177184616,2.63402494893591e-06,"butyrophilin subfamily 3 member A3"
"ZNF217",1.09818805184616,2.64547110381862e-06,"zinc finger protein 217"
"CCL20",2.18836310810256,2.64710460059083e-06,"C-C motif chemokine ligand 20"
"INAVA",1.62353203376923,2.76102926475542e-06,"innate immunity activator"
"NUSAP1",1.30747264138461,2.8370001823091e-06,"nucleolar and spindle associated protein 1"
"SLC39A8",-1.31404413658974,2.85988816114069e-06,"solute carrier family 39 member 8"
"LCP2",2.0471158805641,2.86419211022056e-06,"lymphocyte cytosolic protein 2"
"MTUS2",-1.61556521410256,2.86514401268964e-06,"microtubule associated scaffold protein 2"
"HLA-DMB",1.31157727417949,2.8689126508591e-06,"major histocompatibility complex, class II, DM beta"
"CDK1",1.41566753843589,2.91633329602322e-06,"cyclin dependent kinase 1"
"PRR5L",1.16910026876923,2.96479229466613e-06,"proline rich 5 like"
"PLAAT4",1.52809877082051,2.99430574127157e-06,"phospholipase A and acyltransferase 4"
"BCL10",1.14112475894872,3.03628379881118e-06,"BCL10 immune signaling adaptor"
"ADGRG6",1.32664593274359,3.07307599896558e-06,"adhesion G protein-coupled receptor G6"
"SMPDL3B",-1.2394478255641,3.22642852126417e-06,"sphingomyelin phosphodiesterase acid like 3B"
"NUCB2",-1.52911099848718,3.27699934685763e-06,"nucleobindin 2"
"SLC43A1",-1.66833587607693,3.31764303483702e-06,"solute carrier family 43 member 1"
"IGSF6",1.42043461561538,3.34442824600513e-06,"immunoglobulin superfamily member 6"
"DUSP5",1.47829338810256,3.4495014252113e-06,"dual specificity phosphatase 5"
"EVI2A",1.59496646982051,3.46984829002706e-06,"ecotropic viral integration site 2A"
"SPAG4",-1.27164319582051,3.48300546646019e-06,"sperm associated antigen 4"
"ADGRL4",1.45827069464102,3.65650044680299e-06,"adhesion G protein-coupled receptor L4"
"HLA-F",1.2153685654359,3.67664760638645e-06,"major histocompatibility complex, class I, F"
"C4BPA",1.3849102074359,3.76521994431443e-06,"complement component 4 binding protein alpha"
"ARHGDIB",1.54211323289743,3.76795643210351e-06,"Rho GDP dissociation inhibitor beta"
"EMP1",1.37055842484616,3.78938146712436e-06,"epithelial membrane protein 1"
"MPDZ",1.08932479492308,3.79302329041824e-06,"multiple PDZ domain crumbs cell polarity complex component"
"PEX7",-1.09848858574359,3.83161900398286e-06,"peroxisomal biogenesis factor 7"
"EGFL6",1.11064287358974,3.86806193573534e-06,"EGF like domain multiple 6"
"CBS",-2.01445182364103,3.91879232937687e-06,"cystathionine beta-synthase"
"LOC102724560",-2.01445182364103,3.91879232937687e-06,"cystathionine beta-synthase like"
"SRGN",1.21580422020513,3.92305102619584e-06,"serglycin"
"PLCE1",-1.39773970164103,3.94998667709554e-06,"phospholipase C epsilon 1"
"RASSF2",1.51357276025641,4.03245778158477e-06,"Ras association domain family member 2"
"PFN1",1.00307037517949,4.14328653009535e-06,"profilin 1"
"MAN1C1",1.06780588158974,4.15863520451057e-06,"mannosidase alpha class 1C member 1"
"CASP8",1.00182785797436,4.16514034091347e-06,"caspase 8"
"HLA-DPB1",1.23104967574358,4.18016525081355e-06,"major histocompatibility complex, class II, DP beta 1"
"MELK",1.21151988005128,4.18744927824869e-06,"maternal embryonic leucine zipper kinase"
"BAG2",1.15208200684615,4.18862765533574e-06,"BAG cochaperone 2"
"CLDN1",1.26144552197436,4.22772470639953e-06,"claudin 1"
"SCEL",1.26569808261538,4.28595738312566e-06,"sciellin"
"NIBAN1",-1.12086358610256,4.39856009695072e-06,"niban apoptosis regulator 1"
"FOXF1",1.20640410094872,4.39957283458743e-06,"forkhead box F1"
"MMP10",1.78344810110256,4.41715848997922e-06,"matrix metallopeptidase 10"
"GAMT",-1.32680024941026,4.42269307168172e-06,"guanidinoacetate N-methyltransferase"
"S100A2",1.66940207482051,4.59139681556537e-06,"S100 calcium binding protein A2"
"LHFPL6",1.22276673302564,4.66626022418715e-06,"LHFPL tetraspan subfamily member 6"
"TNFSF11",1.41860880864103,4.70399688015619e-06,"TNF superfamily member 11"
"CHST6",1.22664047397436,4.88872711112048e-06,"carbohydrate sulfotransferase 6"
"COTL1",1.22664047397436,4.88872711112048e-06,"coactosin like F-actin binding protein 1"
"MT1M",-1.45637798207692,4.91089026452647e-06,"metallothionein 1M"
"DDX39A",1.01761335405129,4.93405087939633e-06,"DExD-box helicase 39A"
"CSGALNACT1",1.0864639105641,4.99857048852488e-06,"chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"FRZB",1.56685260715385,5.00048283358499e-06,"frizzled related protein"
"CKS2",1.71484519817949,5.05177174039206e-06,"CDC28 protein kinase regulatory subunit 2"
"SEPTIN6",1.31125070625641,5.05810050763066e-06,"septin 6"
"GLYR1",1.31125070625641,5.05810050763066e-06,"glyoxylate reductase 1 homolog"
"SLC27A2",-1.0215510258718,5.06735057500023e-06,"solute carrier family 27 member 2"
"MEOX1",1.35009843989743,5.08185692999708e-06,"mesenchyme homeobox 1"
"CHRM3",-1.29876849607692,5.13040825631266e-06,"cholinergic receptor muscarinic 3"
"APOBEC3G",1.33549684369231,5.13290289488069e-06,"apolipoprotein B mRNA editing enzyme catalytic subunit 3G"
"LGMN",1.25653309074359,5.26818490845375e-06,"legumain"
"CEACAM7",1.89456251333333,5.47064606751666e-06,"CEA cell adhesion molecule 7"
"CCL18",1.95040223889743,5.55657934935311e-06,"C-C motif chemokine ligand 18"
"TMPRSS3",1.27129117864103,5.66526918023395e-06,"transmembrane serine protease 3"
"SERPINB9",1.66993973551282,5.75980162381682e-06,"serpin family B member 9"
"IGLC2",2.13327345820512,5.7790805858206e-06,"immunoglobulin lambda constant 2"
"IGLC3",2.13327345820512,5.7790805858206e-06,"immunoglobulin lambda constant 3 (Kern-Oz+ marker)"
"IGLV3-25",2.13327345820512,5.7790805858206e-06,"immunoglobulin lambda variable 3-25"
"IGLV3-19",2.13327345820512,5.7790805858206e-06,"immunoglobulin lambda variable 3-19"
"IGLV1-44",2.13327345820512,5.7790805858206e-06,"immunoglobulin lambda variable 1-44"
"IGLJ3",2.13327345820512,5.7790805858206e-06,"immunoglobulin lambda joining 3"
